行政区划代码,注册年份,区县名称,所属城市,所属省份,一级行业,二级行业,三级行业,注册企业数,Unnamed: 9
130628.0,2022.0,高阳县,保定市,河北省,制造业,废弃资源综合利用业,非金属废料和碎屑加工处理,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,文教、工美、体育和娱乐用品制造业,工艺美术品制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,木材加工和木、竹、藤、棕、草制品业,木制品制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,木材加工和木、竹、藤、棕、草制品业,木材加工,6.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,塑料制品业,25.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,汽车制造业,汽车零部件及配件制造,3.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,家用电力器具制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,照明器具制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,输配电及控制设备制造,6.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,340.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,4.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,纺织业,针织或钩针编织物及其制品制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,97.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,通用设备制造业,通用零部件制造,46.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,通用设备制造业,金属加工机械制造,9.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,9.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,金属制品业,结构性金属制品制造,8.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,金属制品业,金属制日用品制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,石膏、水泥制品及类似制品制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,2.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,食品制造业,焙烤食品制造,15.0,
130628.0,2022.0,高阳县,保定市,河北省,卫生和社会工作,卫生,社区医疗与卫生院,1.0,
130628.0,2022.0,高阳县,保定市,河北省,卫生和社会工作,卫生,门诊部（所）,23.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,清洁服务,17.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,保健服务,45.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,其他居民服务业,1.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,婚姻服务,25.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,家庭服务,13.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗染服务,2.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗浴服务,3.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,理发及美容服务,134.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,家用电器修理,11.0,
130628.0,2022.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,汽车、摩托车修理与维护,40.0,
130628.0,2022.0,高阳县,保定市,河北省,建筑业,建筑装饰和其他建筑业,建筑装饰业,52.0,
130628.0,2022.0,高阳县,保定市,河北省,建筑业,房屋建筑业,房屋建筑业,70.0,
130628.0,2022.0,高阳县,保定市,河北省,房地产业,房地产业,房地产中介服务,3.0,
130628.0,2022.0,高阳县,保定市,河北省,房地产业,房地产业,房地产开发经营,11.0,
130628.0,2022.0,高阳县,保定市,河北省,房地产业,房地产业,物业管理,7.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,其他批发业,2.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,41.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,医药及医疗器材批发,4.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,文化、体育用品及器材批发,43.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,379.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,125.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,1635.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,贸易经纪与代理,4.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,249.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,40.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,医药及医疗器材专门零售,35.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,家用电器及电子产品专门零售,36.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,文化、体育用品及器材专门零售,45.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,37.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,纺织、服装及日用品专门零售,537.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,综合零售,136.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,货摊、无店铺及其他零售业,122.0,
130628.0,2022.0,高阳县,保定市,河北省,批发和零售业,零售业,食品、饮料及烟草制品专门零售,346.0,
130628.0,2022.0,高阳县,保定市,河北省,教育,教育,技能培训、教育辅助及其他教育,2.0,
130628.0,2022.0,高阳县,保定市,河北省,文化、体育和娱乐业,体育,休闲健身活动,10.0,
130628.0,2022.0,高阳县,保定市,河北省,文化、体育和娱乐业,娱乐业,室内娱乐活动,7.0,
130628.0,2022.0,高阳县,保定市,河北省,文化、体育和娱乐业,广播、电视、电影和影视录音制作业,电影和影视节目制作,1.0,
130628.0,2022.0,高阳县,保定市,河北省,文化、体育和娱乐业,文化艺术业,文艺创作与表演,12.0,
130628.0,2022.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,公共设施管理业,绿化管理,1.0,
130628.0,2022.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,生态保护和环境治理业,环境治理业,2.0,
130628.0,2022.0,高阳县,保定市,河北省,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,电力生产,5.0,
130628.0,2022.0,高阳县,保定市,河北省,科学研究和技术服务业,专业技术服务业,工程技术,7.0,
130628.0,2022.0,高阳县,保定市,河北省,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,25.0,
130628.0,2022.0,高阳县,保定市,河北省,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,65.0,
130628.0,2022.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,人力资源服务,4.0,
130628.0,2022.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,企业管理服务,31.0,
130628.0,2022.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,其他商务服务业,1.0,
130628.0,2022.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,咨询与调查,36.0,
130628.0,2022.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,广告业,25.0,
130628.0,2022.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,旅行社及相关服务,2.0,
130628.0,2022.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,知识产权服务,1.0,
130628.0,2022.0,高阳县,保定市,河北省,租赁和商务服务业,租赁业,机械设备租赁,18.0,
130628.0,2022.0,高阳县,保定市,河北省,金融业,货币金融服务,货币银行服务,1.0,
130628.0,2023.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,装卸搬运和运输代理业,装卸搬运,1.0,
130628.0,2023.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,装卸搬运和运输代理业,运输代理业,1.0,
130628.0,2023.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路货物运输,429.0,
130628.0,2023.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,一般旅馆,6.0,
130628.0,2023.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,其他住宿业,1.0,
130628.0,2023.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,其他餐饮业,3.0,
130628.0,2023.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,快餐服务,4.0,
130628.0,2023.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,正餐服务,574.0,
130628.0,2023.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,饮料及冷饮服务,8.0,
130628.0,2023.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,1.0,
130628.0,2023.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,电信,3.0,
130628.0,2023.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,18.0,
130628.0,2023.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,19.0,
130628.0,2023.0,高阳县,保定市,河北省,农、林、牧、渔业,农、林、牧、渔服务业,农业服务业,63.0,
130628.0,2023.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,中药材种植,3.0,
130628.0,2023.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,水果种植,8.0,
130628.0,2023.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,蔬菜、食用菌及园艺作物种植,7.0,
130628.0,2023.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,谷物种植,243.0,
130628.0,2023.0,高阳县,保定市,河北省,农、林、牧、渔业,林业,林木育种和育苗,2.0,
130628.0,2023.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,牲畜饲养,58.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,专用设备制造业,农、林、牧、渔专用机械制造,21.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,专用设备制造业,化工、木材、非金属加工专用设备制造,1.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,专用设备制造业,环保、社会公共服务及其他专用设备制造,7.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,专用设备制造业,采矿、冶金、建筑专用设备制造,1.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,家具制造业,木质家具制造,11.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,废弃资源综合利用业,金属废料和碎屑加工处理,29.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,废弃资源综合利用业,非金属废料和碎屑加工处理,1.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,文教、工美、体育和娱乐用品制造业,工艺美术品制造,4.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,木材加工和木、竹、藤、棕、草制品业,木材加工,4.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,塑料制品业,22.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,汽车制造业,汽车零部件及配件制造,5.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,输配电及控制设备制造,12.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,皮革、毛皮、羽毛及其制品和制鞋业,皮革制品制造,1.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,681.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,12.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,纺织业,针织或钩针编织物及其制品制造,4.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,1.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,79.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,通用设备制造业,泵、阀门、压缩机及类似机械制造,3.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,通用设备制造业,通用零部件制造,43.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,通用设备制造业,金属加工机械制造,17.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,5.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,酒、饮料和精制茶制造业,饮料制造,2.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,金属制品业,结构性金属制品制造,10.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,3.0,
130628.0,2023.0,高阳县,保定市,河北省,制造业,食品制造业,焙烤食品制造,1.0,
130628.0,2023.0,高阳县,保定市,河北省,卫生和社会工作,卫生,医院,1.0,
130628.0,2023.0,高阳县,保定市,河北省,卫生和社会工作,卫生,门诊部（所）,9.0,
130628.0,2023.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,清洁服务,19.0,
130628.0,2023.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,保健服务,57.0,
130628.0,2023.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,婚姻服务,12.0,
130628.0,2023.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,家庭服务,29.0,
130628.0,2023.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗染服务,4.0,
